Income,Credit_Score,Debt_Ratio,Default
144249,352,0.11047411313139466,0
54754,749,0.35462215764077654,1
115742,504,0.28723899165408173,1
126642,425,0.2963081204559901,0
31411,342,0.23360775104990994,1
22911,410,0.04209318963636188,0
87270,482,0.01787393473341381,0
103763,394,0.9877223897360315,1
28680,673,0.42777313373586234,1
104896,819,0.3843266471596817,1
103879,659,0.6796472826930698,1
91295,580,0.21825388786506417,0
108614,494,0.9499611839502253,0
120689,494,0.786345014415552,0
31111,392,0.08941100231225951,0
57504,360,0.41758077578492836,0
21802,350,0.8791183075621647,1
28155,702,0.9447320222914103,0
93656,304,0.4674015112498697,0
59384,765,0.6134113892107077,0
132561,833,0.16703394609207523,1
67254,704,0.9911686261369765,1
41918,812,0.2316717013834434,1
105981,532,0.9427317741351257,1
80713,823,0.6496466489923685,0
50306,645,0.6077367948788591,0
36646,345,0.5126885110165086,1
66843,845,0.2306698117177587,1
140975,377,0.17652803200550826,0
116601,372,0.22048620907017535,0
110735,548,0.18643826214425452,1
127512,346,0.7795844735667533,1
36371,420,0.3501252591667301,1
97371,513,0.05784267656339637,1
131472,538,0.9691026301408113,0
22049,355,0.8837858849634257,0
51616,649,0.927752283195213,0
123727,406,0.9949078226464353,1
132893,347,0.1738952492194873,1
146603,636,0.39624201890265875,0
40932,325,0.7582384757040913,0
137796,556,0.6960206180537922,0
49855,307,0.15389590633985506,0
81434,552,0.8158331249906178,1
92694,602,0.22444057183666066,0
63016,355,0.22381761482262308,0
27400,825,0.5369744228934136,0
137858,773,0.5929399348417032,0
62642,327,0.5800862078378112,0
35151,377,0.09148683739775487,0
71407,515,0.8774608626303804,0
86690,685,0.26560004258870606,1
24499,664,0.12951492128280417,1
26295,825,0.8887480798689772,1
140885,611,0.9556514982297534,1
146071,306,0.8621276172654506,0
79040,302,0.8095160747248781,1
32183,662,0.6552419806390217,1
49299,807,0.5508573706091393,0
32874,573,0.08698675991141014,0
136336,805,0.4084532130706987,1
52711,314,0.372688517012314,1
25539,491,0.2597537837603262,0
127941,784,0.7234201136885849,1
73351,327,0.4958757350787708,0
81267,338,0.08104621590764793,0
143133,572,0.22018320194981134,0
68354,530,0.6832587636595959,0
146063,385,0.07613085949030018,1
22557,773,0.8512069140487687,0
58360,425,0.4951465270139743,0
102018,836,0.480586577326648,1
22200,444,0.5924077846595176,0
132476,824,0.8246809659251492,1
88497,511,0.34780920790219305,1
66975,324,0.6780161525590636,1
41357,693,0.5657319639957911,0
139121,366,0.2670282701694213,1
97505,532,0.878629986355158,1
22869,408,0.7974260216069281,0
146114,445,0.6584518346584255,1
81135,410,0.8505817290942419,1
70108,527,0.8672942009598024,1
132296,410,0.7083629767150348,1
114179,769,0.837013328363672,1
110272,333,0.6974714616692836,0
58467,668,0.6801407717603004,1
43328,724,0.6186113782151843,1
139181,817,0.7527166395576412,0
111412,581,0.1586051052930737,0
106831,619,0.8808707591989284,0
23987,742,0.871843527745232,1
78871,614,0.029247283034559146,0
42399,676,0.8258167505647627,1
148391,588,0.1288698674734452,1
66214,736,0.3351188542591419,0
119522,576,0.7435082562916078,0
106416,802,0.1607598960483082,1
90271,815,0.8179670241190622,0
64064,649,0.8321341779577419,1
145615,745,0.5074677337608362,0
90091,649,0.00638587171683358,0
127450,436,0.2870381331749128,0
60818,542,0.6169269183757422,1
65525,842,0.9811861780274235,0
39830,339,0.6318135270166684,1
37429,528,0.2598035810641598,1
26893,847,0.6340057030996114,1
136381,522,0.5399853797158555,1
99909,305,0.7798453951511436,0
67333,621,0.10698063882695841,1
23436,767,0.761027902502028,1
94290,374,0.5412665786761103,0
96213,303,0.9629920038589946,1
25895,417,0.3418721660386861,0
39738,803,0.6326218931339481,1
50746,740,0.9320281055100175,0
69377,493,0.10250972799067926,1
68404,691,0.9372284872364511,0
74045,325,0.6878857223008134,1
117888,734,0.0678370591051719,1
149307,472,0.30096356694681625,0
59790,599,0.7081720886452816,0
127455,625,0.0673506014687717,0
25600,709,0.5821704601762733,0
114660,417,0.34588305695295674,1
113179,524,0.6209155177674771,1
60764,831,0.04574203381251285,0
94543,412,0.8715368061523763,1
65714,439,0.9734889691773969,0
76835,300,0.9688778552856915,0
122946,389,0.7496518317429247,1
148191,619,0.13008624013063197,1
129616,849,0.7582631959290226,1
125983,438,0.02458691645880151,1
93744,810,0.022123551528997254,1
76491,558,0.32361021914954125,1
144123,309,0.48864319040466575,1
38589,560,0.7704074178077932,0
63484,471,0.6832953766065052,0
102989,312,0.44590270637674834,0
56212,467,0.2736266662816659,0
63525,620,0.9971245001577111,0
67202,618,0.42618130223597295,1
52635,628,0.4513870243296755,0
83208,849,0.16362382119166918,0
53828,718,0.7948095487499294,0
38711,394,0.6936822257814886,0
23420,617,0.2207696127887604,0
116752,535,0.0823810456158427,0
20301,633,0.6804993020747131,0
65236,675,0.6545112142811352,1
135294,758,0.2732595269982093,1
137858,436,0.9508635622504104,0
86235,846,0.15105789178090023,1
74240,812,0.4323348010426019,1
144019,595,0.9436159201675989,1
85726,619,0.4197273169261223,1
30492,648,0.6385259476640855,0
