SqFt,Price
2603.0150753768844,1346.167974886434
2625.6281407035176,1348.92865534656
2648.241206030151,2117.661145021104
2670.854271356784,1172.3950785257077
2693.467336683417,2096.777269441967
2716.0804020100504,1201.1793984102887
2738.693467336683,1585.6945392495481
2761.3065326633164,2121.9542366013325
2783.9195979899496,1295.7832651919707
2806.532663316583,2133.325613855662
2829.145728643216,1309.334075753927
2851.758793969849,1348.7883436470256
2874.3718592964824,1184.9815118661415
2896.9849246231156,1424.9592771386747
2919.597989949749,1399.2515637070662
2942.211055276382,1871.3192084406048
2964.824120603015,2080.909263628284
2987.4371859296484,1576.5274952571367
3010.050251256281,2119.384818444405
3032.6633165829144,1710.1366838543227
3055.2763819095476,1962.0394783445997
3077.889447236181,1988.4864952363682
3100.502512562814,1892.1659891756622
3123.115577889447,1898.2267678642193
3145.7286432160804,1623.2526915444962
3168.3417085427136,1890.4019254041798
3190.954773869347,1503.7423155000415
3213.56783919598,2351.9902476503753
3236.180904522613,2555.568977587467
3258.7939698492464,1119.3301981069133
3281.407035175879,2180.3262998042883
3304.0201005025124,2861.566809361899
3326.6331658291456,2181.1330101567323
3349.246231155779,2135.475796106745
3371.859296482412,1747.924154657486
3394.472361809045,1643.4849671202287
3417.0854271356784,3222.7004680268556
3439.6984924623116,1551.0536374302928
3462.311557788945,2246.906390965068
3484.924623115578,2567.473632246558
3507.537688442211,2169.40740147187
3530.150753768844,1605.2869860046978
3552.763819095477,2935.7275291613123
3575.3768844221104,1520.1415772773353
3597.9899497487436,2368.2629250450614
3620.603015075377,2094.3383583299374
3643.21608040201,2558.2074208638574
3665.829145728643,1518.4019653953856
3688.4422110552764,1906.8308748601646
3711.0552763819096,2307.023442603052
3733.668341708543,2933.997286840445
3756.281407035176,3539.813503900694
3778.894472361809,1417.1225426867804
3801.507537688442,2978.0864693114545
3824.120603015075,2452.994787625294
3846.7336683417084,2188.9901920545917
3869.3467336683416,1932.8311159398706
3891.959798994975,1828.1256026080505
3914.572864321608,2586.3571948857143
3937.185929648241,2198.7086402330538
3959.7989949748744,3050.9541877922825
3982.4120603015076,1472.370088748709
4005.025125628141,2715.6218513438957
4027.638190954774,2696.9223678528424
4050.251256281407,1579.003205218498
4072.86432160804,1976.7134511686927
4095.477386934673,3111.840575007839
4118.090452261306,3895.2418974073184
4140.703517587939,2892.6757377003055
4163.316582914573,3106.473316076501
4185.929648241206,2676.402173104258
4208.542713567839,2243.631125659913
4231.155778894472,2304.1243518835663
4253.768844221106,3137.1264975042413
4276.381909547739,2852.731264454985
4298.994974874372,2360.13871260984
4321.608040201005,3405.681180267844
4344.221105527638,3422.92864252423
4366.834170854271,2789.8066668992515
4389.447236180904,3344.226823718439
4412.060301507538,3408.1981807909415
4434.673366834171,2896.436607955289
4457.286432160804,3478.3483202258776
4479.899497487437,2523.081243519924
4502.51256281407,3477.4915398500093
4525.125628140704,2794.3772964671894
4547.738693467337,2979.5558507623223
4570.35175879397,3155.3279626446256
4592.964824120603,2432.64843936575
4615.577889447236,2352.6777855605806
4638.19095477387,4075.5840462837255
4660.804020100502,3094.3920420807553
4683.417085427136,3010.58872021165
4706.030150753769,3711.513797823207
4728.6432160804015,3325.869553217876
4751.256281407035,2875.524620296135
4773.869346733668,2744.9254603412305
4796.482412060302,2778.8370946032064
4819.095477386934,2449.7348714874743
4841.708542713568,2707.666098748563
4864.321608040201,3498.066432423454
4886.934673366834,3519.010978597414
4909.547738693467,3614.0920246712835
4932.160804020101,3040.879710149281
4954.773869346734,3965.381737289339
4977.386934673366,2612.4261956170426
5000.0,3800.995119216633
